PSPID,PlotMeas,SpeciesCode,Location,Exclude,Status,Age,Stocking,MDH,BA,TSV
PSP-046,PSP-046 6,EP,Ngaromugish,FALSE,Open,0.52,1200,2.56,0.12648052,0.116564447
PSP-046,PSP-046 12,EP,Ngaromugish,FALSE,Open,0.97,1200,5.455,2.003613547,3.934696283
PSP-046,PSP-046 18,EP,Ngaromugish,FALSE,Open,1.68,1120,10.4,5.563320767,20.82907295
PSP-046,PSP-046 24,EP,Ngaromugish,FALSE,Open,2,1120,12.85,7.761901553,35.90655659
PSP-046,PSP-046 36,EP,Ngaromugish,FALSE,Open,2.99,1120,15.8,10.94386367,62.24869657
PSP-046,PSP-046 48,EP,Ngaromugish,FALSE,Open,4.03,1120,18.15,13.91744395,90.93657878
PSP-047,PSP-047 6,EP,Wamanga,FALSE,Open,0.65,1200,2.53,0,0
PSP-047,PSP-047 12,EP,Wamanga,FALSE,Open,1,1160,4.985,1.728975517,3.102819463
PSP-047,PSP-047 24,EP,Wamanga,FALSE,Open,1.99,1160,12.2,8.469325387,37.1972771
PSP-047,PSP-047 36,EP,Wamanga,FALSE,Open,3.03,1120,19.2,14.04587226,97.08506905
PSP-047,PSP-047 48,EP,Wamanga,FALSE,Open,4.05,1120,19.9,16.88533795,120.9665611
PSP-048,PSP-048 6,EP,Ganef,FALSE,Closed,0.7,1333.333333,3.125,0,0
PSP-048,PSP-048 12,EP,Ganef,FALSE,Closed,0.99,1200,5.775,2.311863127,4.806363441
PSP-048,PSP-048 18,EP,Ganef,FALSE,Closed,1.43,1022.222222,10.05,5.389855983,19.50049895
PSP-049,PSP-049 6,AC,Ongka,FALSE,Open,0.53,1223.628692,3.7,0,0
PSP-049,PSP-049 12,AC,Ongka,FALSE,Open,1.03,1139.240506,6.405,7.089925092,16.34794928
PSP-049,PSP-049 18,AC,Ongka,FALSE,Open,1.5,1139.240506,11.85,12.66025386,54.00864298
PSP-049,PSP-049 24,AC,Ongka,FALSE,Open,1.98,1139.240506,17.6,14.75116935,93.46340902
PSP-050,PSP-050 6,AM,Ongka,FALSE,Open,0.53,1333.333333,3.705,0,0
PSP-050,PSP-050 12,AM,Ongka,FALSE,Open,1,1333.333333,6.125,9.714328084,21.42009342
PSP-050,PSP-050 18,AM,Ongka,FALSE,Open,1.5,1333.333333,10.45,17.73809535,66.7307147
PSP-050,PSP-050 24,AM,Ongka,FALSE,Open,1.98,1333.333333,17.95,19.75021563,127.6258934
PSP-051,PSP-051 6,AM,Ongka,FALSE,Open,0.49,1333.333333,4.01,0,0
PSP-051,PSP-051 12,AM,Ongka,FALSE,Open,1.15,1244.444444,8.46,8.318727907,25.33551771
PSP-051,PSP-051 18,AM,Ongka,FALSE,Open,1.5,1244.444444,12.45,16.89513623,75.72400056
PSP-051,PSP-051 24,AM,Ongka,FALSE,Open,1.98,1244.444444,17.3,19.24393052,119.8511993
PSP-052,PSP-052 6,AM,Ongka,FALSE,Open,0.58,1333.333333,3.505,0,0
PSP-052,PSP-052 12,AM,Ongka,FALSE,Open,1.03,1333.333333,5.985,9.496825152,20.46185947
PSP-052,PSP-052 18,AM,Ongka,FALSE,Open,1.5,1288.888889,10.1,15.5241801,56.44591884
PSP-052,PSP-052 24,AM,Ongka,FALSE,Open,1.98,1288.888889,17.7,17.62370647,112.2982576
PSP-053,PSP-053 6,EP,Zifasing,FALSE,Open,0.5,1200,0,0,0
PSP-053,PSP-053 12,EP,Zifasing,FALSE,Open,1.1,1120,11.1,5.100438505,20.38135227
PSP-053,PSP-053 18,EP,Zifasing,FALSE,Open,1.47,1120,13.8,6.600706077,32.79230779
PSP-053,PSP-053 24,EP,Zifasing,FALSE,Open,1.95,1080,13.55,8.664543955,42.26564541
PSP-054,PSP-054 12,EC,Atsuaf,FALSE,Open,0.98,920,4.7,0.490214118,0.829442287
PSP-054,PSP-054 18,EC,Atsuaf,FALSE,Open,1.64,920,9.65,2.517452441,8.74562978
PSP-054,PSP-054 24,EC,Atsuaf,FALSE,Open,1.98,920,11.9,3.709309862,15.89068345
PSP-056,PSP-056 6,EP,Yaubgubu,FALSE,Open,0.58,1200,4.8,0,0
PSP-056,PSP-056 18,EP,Yaubgubu,FALSE,Open,1.5,1000,13.5,7.255790977,35.26314415
PSP-056,PSP-056 24,EP,Yaubgubu,FALSE,Open,1.55,1040,13.5,7.76262412,37.72635322
PSP-057,PSP-057 6,EC,Nowa,FALSE,Open,0.56,1200,2.63,0,0
PSP-057,PSP-057 12,EC,Nowa,FALSE,Open,1.09,880,7.935,2.448682978,6.994907795
PSP-057,PSP-057 18,EC,Nowa,FALSE,Open,1.49,1040,14.5,7.074489665,36.92883605
PSP-058,PSP-058 6,EP,Atzu ,FALSE,Open,0.52,1160,3.73,0,0
PSP-058,PSP-058 12,EP,Atzu ,FALSE,Open,1.24,1000,10.75,6.068049042,23.48334979
PSP-058,PSP-058 24,EP,Atzu ,FALSE,Open,2.01,1000,12.95,7.975309942,37.18089495
PSP-059,PSP-059 6,EP,Atzu,FALSE,Open,0.52,1200,3.215,0,0
PSP-059,PSP-059 12,EP,Atzu,FALSE,Open,1.32,1000,10.85,4.889449142,19.09818835
PSP-059,PSP-059 24,EP,Atzu,FALSE,Open,2.01,1000,12.65,6.965193656,31.71949191
PSP-060,PSP-060 6,EP,Dip,FALSE,Open,0.49,1240,3.2,0,0
PSP-060,PSP-060 12,EP,Dip,FALSE,Open,1.05,1240,7.95,4.663819958,13.34785272
PSP-060,PSP-060 24,EP,Dip,FALSE,Open,2.13,1080,11.75,10.34293983,43.75063548
PSP-060,PSP-060 36,EP,Dip,FALSE,Open,3.07,1040,18.8,13.43015151,90.89526545
PSP-061,PSP-061 6,EP,Dip,FALSE,Open,0.49,1200,2.95,0,0
PSP-061,PSP-061 12,EP,Dip,FALSE,Open,1.05,1000,6.45,2.844178077,6.604181495
PSP-061,PSP-061 24,EP,Dip,FALSE,Open,2.13,640,11.7,5.493106171,23.13696319
PSP-061,PSP-061 36,EP,Dip,FALSE,Open,3.07,920,19.05,12.61685601,86.5263985
PSP-062,PSP-062 6,EP,Dip,FALSE,Open,0.76,1200,3.08,0,0
PSP-062,PSP-062 12,EP,Dip,FALSE,Open,1.07,800,4.7,0.812007453,1.373916611
PSP-062,PSP-062 24,EP,Dip,FALSE,Open,2.03,800,8.55,3.709215614,11.41696566
PSP-062,PSP-062 36,EP,Dip,FALSE,Open,3.07,600,14.75,6.246051682,33.16653443
